,Marka,Model,EAN,RAM,Flash,SIMM,Kolor,mgsm,source
1011,Doogee,X60L,5901801903321,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/X60L/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-x60l-gold.bhtml#afterSearch-5901801903321||||product
1012,TP-Link,Neffos C7,6935364083809,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosC7/,null
1013,TP-Link,Neffos C5A,6935364083984,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosC5A/,null
1014,Doogee,X55,5901801903345,null,null,null,null,https://www.mgsm.pl/pl/katalog/Doogee/X55/,null
1015,Doogee,X55,5901801903352,1 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/X55/,https://www.euro.com.pl/telefony-komorkowe/doogee-smartfon-x55-blue.bhtml#afterSearch-5901801903352||||product
1016,General Mobile,GM 8,8699114103176,null,null,null,null,null,null
1017,General Mobile,GM 8,8699114103183,null,null,null,null,null,null
1018,CAT,S61,5060472351128,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/CAT/S61/,https://www.euro.com.pl/telefony-komorkowe/cat-s61-ds.bhtml#afterSearch-5060472351128||||product
1019,Ulefone,T1 Premium Edition,6937748731627,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/T1PremiumEdition/,null
1020,Hammer,Energy 18x9,5902983603245,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Hammer/Energy18x9/,https://www.euro.com.pl/telefony-komorkowe/myphone-hammer-energy-18x9-czarny.bhtml#afterSearch-5902983603245||||product
1021,Hammer,Energy 18x9,5902983603238,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Hammer/Energy18x9/,https://www.euro.com.pl/telefony-komorkowe/myphone-hammer-energy-18x9-czarno-pomaranczowy.bhtml#afterSearch-5902983603238||||product
1022,myPhone,Fun 18x9,5902983602149,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Fun18x9/,https://www.euro.com.pl/telefony-komorkowe/myphone-fun-18x9-czarny.bhtml#afterSearch-5902983602149||||product
1023,myPhone,Fun 18x9,5902983602156,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Fun18x9/,https://www.euro.com.pl/telefony-komorkowe/myphone-fun-18x9-zloty.bhtml#afterSearch-5902983602156||||product
1024,myPhone,Pocket 18x9,5902983602125,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Pocket18x9/,https://www.euro.com.pl/telefony-komorkowe/myphone-pocket-18x9-czarny.bhtml#afterSearch-5902983602125||||product
1025,myPhone,Pocket 18x9,5902983602132,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Pocket18x9/,https://www.euro.com.pl/telefony-komorkowe/myphone-pocket-18x9-zloty.bhtml#afterSearch-5902983602132||||product
1026,myPhone,Prime 18x9,5902983602170,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Prime18x9/,https://www.euro.com.pl/telefony-komorkowe/myphone-prime-18x9-czarny.bhtml#afterSearch-5902983602170||||product
1027,myPhone,Prime 18x9,5902983602163,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/myPhone/Prime18x9/,https://www.euro.com.pl/telefony-komorkowe/myphone-prime-18x9-zloty.bhtml#afterSearch-5902983602163||||product
1028,MaxCom,Smart MS457 LTE Strong,5908235974248,null,null,null,null,https://www.mgsm.pl/pl/katalog/MaxCom/SmartMS457LTEStrong/,null
1029,MaxCom,Smart MS457 LTE Strong,5908235974255,null,null,null,null,https://www.mgsm.pl/pl/katalog/MaxCom/SmartMS457LTEStrong/,null
1030,Nokia,8110 4G Dual SIM,6438409015129,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/81104GDualSIM/,https://www.euro.com.pl/telefony-komorkowe/nokia-8110-4g-czarny.bhtml#afterSearch-6438409015129||||product
1031,Nokia,8110 4G Dual SIM,6438409015136,0.5 GB,4 GB,2,null,https://www.mgsm.pl/pl/katalog/Nokia/81104GDualSIM/,https://www.euro.com.pl/telefony-komorkowe/nokia-8110-4g-zolty.bhtml#afterSearch-6438409015136||||product
1032,Asus,ZenFone 5Z ZS620KL,4718017003032,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone5ZZS620KL/,https://www.euro.com.pl/telefony-komorkowe/asus-zenfone-5z-zs620kl-niebieski.bhtml#afterSearch-4718017003032||||product
1033,Asus,ZenFone 5Z ZS620KL,4718017003063,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone5ZZS620KL/,https://www.euro.com.pl/telefony-komorkowe/asus-zenfone-5z-zs620kl-srebrny.bhtml#afterSearch-4718017003063||||product
1034,Samsung,Galaxy S9+ Dual SIM,8801643134389,6 GB,64 GB,2,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s9-sm-g965-fioletowy.bhtml#afterSearch-8801643134389||||product
1035,Samsung,Galaxy S9+ Dual SIM,8801643134204,6 GB,64 GB,2,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s9-sm-g965-czarny.bhtml#afterSearch-8801643134204||||product
1036,Samsung,Galaxy S9+ Dual SIM,8801643134006,6 GB,64 GB,2,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s9-sm-g965-niebieski.bhtml#afterSearch-8801643134006||||product
1037,Samsung,Galaxy S9+ Dual SIM,8801643392758,6 GB,256 GB,2,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s9-sm-g965-szary.bhtml#afterSearch-8801643392758||||product
1038,Samsung,Galaxy S9+ Dual SIM,8801643343668,6 GB,64 GB,2,null,null,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s9-sm-g965-zloty.bhtml#afterSearch-8801643343668||||product
1039,Samsung,Galaxy S9 Dual SIM,8801643129958,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS9DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s9-sm-g960-czarny.bhtml#afterSearch-8801643129958||||product
1040,Samsung,Galaxy S9 Dual SIM,8801643129859,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS9DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s9-sm-g960-niebieski.bhtml#afterSearch-8801643129859||||product
1041,Samsung,Galaxy S9 Dual SIM,8801643129798,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS9DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s9-sm-g960-fioletowy.bhtml#afterSearch-8801643129798||||product
1042,Samsung,Galaxy S9 Dual SIM,8801643347192,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyS9DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-s9-sm-g960-zloty.bhtml#afterSearch-8801643347192||||product
1043,Doogee,X50,5901801903451,null,null,null,null,https://www.mgsm.pl/pl/katalog/Doogee/X50/,null
1044,Doogee,S60 Lite,5901801903550,4 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Doogee/S60Lite/,https://www.euro.com.pl/telefony-komorkowe/doogee-s60-lite-srebrny.bhtml#afterSearch-5901801903550||||product
1045,Alcatel,3 Dual SIM,4894461760568,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Alcatel/3DualSIM/,https://www.euro.com.pl/telefony-komorkowe/alcatel-3-dual-sim-5052d-czarny.bhtml#afterSearch-4894461760568||||product
1046,Alcatel,3 Dual SIM,4894461760575,null,null,null,null,https://www.mgsm.pl/pl/katalog/Alcatel/3DualSIM/,null
1047,Alcatel,3 Dual SIM,4894461765211,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Alcatel/3DualSIM/,https://www.euro.com.pl/telefony-komorkowe/alcatel-3-dual-sim-5052d-zloty.bhtml#afterSearch-4894461765211||||product
1048,Alcatel,3V Dual SIM,4894461754499,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Alcatel/3VDualSIM/,https://www.euro.com.pl/telefony-komorkowe/alcatel-3v-dual-sim-5099d-niebieski.bhtml#afterSearch-4894461754499||||product
1049,Alcatel,3V Dual SIM,4894461754512,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Alcatel/3VDualSIM/,https://www.euro.com.pl/telefony-komorkowe/alcatel-3v-dual-sim-5099d-czarny.bhtml#afterSearch-4894461754512||||product
1050,Alcatel,3V Dual SIM,4894461754505,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Alcatel/3VDualSIM/,https://www.euro.com.pl/telefony-komorkowe/alcatel-3v-dual-sim-5099d-zloty.bhtml#afterSearch-4894461754505||||product
1051,Asus,ZenFone 5 A501CG,4712900023770,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone5A501CG/,https://www.euro.com.pl/telefony-komorkowe/asus-zenfone-5-a501cg-czarny.bhtml#afterSearch-4712900023770||||product
1052,Asus,ZenFone 5 A501CG,4712900023787,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone5A501CG/,https://www.euro.com.pl/telefony-komorkowe/asus-zenfone-5-a501cg-bialy.bhtml#afterSearch-4712900023787||||product
1053,Asus,ZenFone 5 A501CG,4716659946083,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenFone5A501CG/,null
1054,Huawei,P20 Lite,6901443213313,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P20Lite/,https://www.euro.com.pl/telefony-komorkowe/huawei-p20-lite-czarny.bhtml#afterSearch-6901443213313||||product
1055,Huawei,P20 Lite,6901443213320,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P20Lite/,https://www.euro.com.pl/telefony-komorkowe/huawei-p20-lite-niebieski.bhtml#afterSearch-6901443213320||||product
1056,Huawei,P20 Lite,6901443213337,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P20Lite/,https://www.euro.com.pl/telefony-komorkowe/huawei-p20-lite-rozowy.bhtml#afterSearch-6901443213337||||product
1057,myPhone,7300,5902983601968,poniżej 512 MB,null,2,null,https://www.mgsm.pl/pl/katalog/myPhone/7300/,https://www.euro.com.pl/telefony-komorkowe/myphone-7300-grafitowy.bhtml#afterSearch-5902983601968||||product
1058,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603207,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/RedmiNote5AIDualCamera/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-redmi-note-5-3-32gb-czarny.bhtml#afterSearch-6941059603207||||product
1059,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603245,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/RedmiNote5AIDualCamera/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-redmi-note-5-4-64gb-niebieski.bhtml#afterSearch-6941059603245||||product
1060,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603238,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/RedmiNote5AIDualCamera/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-redmi-note-5-4-64gb-czarny.bhtml#afterSearch-6941059603238||||product
1061,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603214,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/RedmiNote5AIDualCamera/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-redmi-note-5-3-32gb-niebieski.bhtml#afterSearch-6941059603214||||product
1062,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603191,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/RedmiNote5AIDualCamera/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-redmi-note-5-3-32gb-zloty.bhtml#afterSearch-6941059603191||||product
1063,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603245,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/RedmiNote5AIDualCamera/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-redmi-note-5-4-64gb-niebieski.bhtml#afterSearch-6941059603245||||product
1064,Xiaomi,Redmi Note 5 AI Dual Camera,6941059603221,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/RedmiNote5AIDualCamera/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-redmi-note-5-4-64gb-zloty.bhtml#afterSearch-6941059603221||||product
1065,HTC,Desire 12+,4718487709311,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/HTC/Desire12+/,https://www.euro.com.pl/telefony-komorkowe/htc-desire-12-plus-czarny.bhtml#afterSearch-4718487709311||||product
1066,HTC,Desire 12 Dual SIM,4718487708956,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/HTC/Desire12DualSIM/,https://www.euro.com.pl/telefony-komorkowe/htc-desire-12-czarny.bhtml#afterSearch-4718487708956||||product
1067,Huawei,P20 Pro,6901443214556,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P20Pro/,https://www.euro.com.pl/telefony-komorkowe/huawei-p20-pro-fioletowo-zielony.bhtml#afterSearch-6901443214556||||product
1068,Huawei,P20 Pro,6901443213504,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P20Pro/,https://www.euro.com.pl/telefony-komorkowe/huawei-p20-pro-czarny.bhtml#afterSearch-6901443213504||||product
1069,Kruger&Matz,Move 8,5901890034104,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Move8/,null
1070,Kruger&Matz,Move 8,5901890034128,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Move8/,null
1071,Kruger&Matz,Move 8,5901890034142,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Move8/,null
1072,Xiaomi,Mi MIX 2S,6941059602309,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/MiMIX2S/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-mi-mix-2s-64gb-czarny.bhtml#afterSearch-6941059602309||||product
1073,Xiaomi,Mi MIX 2S,6941059602316,6 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/MiMIX2S/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-mi-mix-2s-64gb-bialy.bhtml#afterSearch-6941059602316||||product
1074,Xiaomi,Mi MIX 2S,6941059603443,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/MiMIX2S/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-mi-mix-2s-128gb-bialy.bhtml#afterSearch-6941059603443||||product
1075,Xiaomi,Mi MIX 2S,6941059603436,6 GB,128 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/MiMIX2S/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-mi-mix-2s-128gb-czarny.bhtml#afterSearch-6941059603436||||product
1076,Huawei,P20,6901443250974,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P20/,https://www.euro.com.pl/telefony-komorkowe/huawei-p20-64gb-niebieski.bhtml#afterSearch-6901443250974||||product
1077,Huawei,P20,6901443250981,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P20/,https://www.euro.com.pl/telefony-komorkowe/huawei-p20-64gb-czarny.bhtml#afterSearch-6901443250981||||product
1078,Huawei,P20,6901443250998,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/P20/,https://www.euro.com.pl/telefony-komorkowe/huawei-p20-64gb-fioletowo-zielony.bhtml#afterSearch-6901443250998||||product
1079,Huawei,Y7 Prime 2018,6901443225132,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/Y7Prime2018/,https://www.euro.com.pl/telefony-komorkowe/huawei-y7-prime-2018-czarny.bhtml#afterSearch-6901443225132||||product
1080,Honor,7A AUM-TL00,6901443240586,null,null,null,null,null,null
1081,Blaupunkt,BS 02,5999887068232,poniżej 512 MB,32 MB,1,null,https://www.mgsm.pl/pl/katalog/Blaupunkt/BS02/,https://www.euro.com.pl/telefony-komorkowe/blaupunkt-bs-02-czarny.bhtml#afterSearch-5999887068232||||product
1082,Blaupunkt,SL 02,5999887068270,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Blaupunkt/SL02/,https://www.euro.com.pl/telefony-komorkowe/blaupunkt-sl-02-zloty.bhtml#afterSearch-5999887068270||||product
1083,Blaupunkt,SL 01,5999887068256,1 GB,8 GB,2,null,https://www.mgsm.pl/pl/katalog/Blaupunkt/SL01/,https://www.euro.com.pl/telefony-komorkowe/blaupunkt-sl-01-czarny.bhtml#afterSearch-5999887068256||||product
1084,Blaupunkt,SL 04,5999887068379,null,null,null,null,https://www.mgsm.pl/pl/katalog/Blaupunkt/SL04/,null
1085,Blaupunkt,RS 01,5999887068249,poniżej 512 MB,64 MB,1,null,https://www.mgsm.pl/pl/katalog/Blaupunkt/RS01/,https://www.euro.com.pl/telefony-komorkowe/blaupunkt-rs-01-czarno-zolty.bhtml#afterSearch-5999887068249||||product
1086,Blaupunkt,FL 01,5990718816480,poniżej 512 MB,32 MB,1,null,https://www.mgsm.pl/pl/katalog/Blaupunkt/FL01/,https://www.euro.com.pl/telefony-komorkowe/blaupunkt-fl-01-srebrny.bhtml#afterSearch-5990718816480||||product
1087,Blaupunkt,FM 02,5999887068300,poniżej 512 MB,32 MB,2,null,https://www.mgsm.pl/pl/katalog/Blaupunkt/FM02/,https://www.euro.com.pl/telefony-komorkowe/blaupunkt-fm-02-czarny.bhtml#afterSearch-5999887068300||||product
1088,Blaupunkt,FM 02,5999887068454,null,null,null,null,https://www.mgsm.pl/pl/katalog/Blaupunkt/FM02/,null
1089,Huawei,Y6 2018,6901443225187,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/Y62018/,https://www.euro.com.pl/telefony-komorkowe/huawei-y6-2018-czarny.bhtml#afterSearch-6901443225187||||product
1090,Huawei,Y6 2018,6901443225194,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/Y62018/,https://www.euro.com.pl/telefony-komorkowe/huawei-y6-2018-niebieski.bhtml#afterSearch-6901443225194||||product
1091,Huawei,Y6 2018,6901443225200,null,null,null,null,https://www.mgsm.pl/pl/katalog/Huawei/Y62018/,null
1092,Huawei,Y6 Prime 2018,6901443232147,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/Y6Prime2018/,https://www.euro.com.pl/telefony-komorkowe/huawei-y6-prime-2018-czarny.bhtml#afterSearch-6901443232147||||product
1093,Huawei,Y6 Prime 2018,6901443232154,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/Y6Prime2018/,https://www.euro.com.pl/telefony-komorkowe/huawei-y6-prime-2018-niebieski.bhtml#afterSearch-6901443232154||||product
1094,Xiaomi,Black Shark,6971409200220,null,null,null,null,https://www.mgsm.pl/pl/katalog/Xiaomi/BlackShark/,null
1095,General Mobile,GM 8 Go,8699114103299,null,null,null,null,null,null
1096,General Mobile,GM 8 Go,8699114103282,null,null,null,null,null,null
1097,Honor,10,6901443235414,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/10/,https://www.euro.com.pl/telefony-komorkowe/honor-10-phantom-blue.bhtml#afterSearch-6901443235414||||product
1098,Honor,10,6901443225019,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/10/,https://www.euro.com.pl/telefony-komorkowe/honor-10-midnight-black.bhtml#afterSearch-6901443225019||||product
1099,Honor,10,6901443233106,4 GB,64 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/10/,https://www.euro.com.pl/telefony-komorkowe/honor-10-glacier-grey.bhtml#afterSearch-6901443233106||||product
1100,Honor,10,6901443224982,null,null,null,null,https://www.mgsm.pl/pl/katalog/Honor/10/,null
1101,Honor,10,6901443224999,null,null,null,null,https://www.mgsm.pl/pl/katalog/Honor/10/,null
1102,Honor,10,6901443225002,null,null,null,null,https://www.mgsm.pl/pl/katalog/Honor/10/,null
1103,Ulefone,Armor X,6937748732365,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/ArmorX/,null
1104,Ulefone,Armor X,6937748732341,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/ArmorX/,null
1105,MaxCom,Comfort MM750,5908235974279,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/MaxCom/ComfortMM750/,https://www.euro.com.pl/telefony-komorkowe/maxcom-comfort-mm750.bhtml#afterSearch-5908235974279||||product
1106,Ulefone,Armor Mini,6937748732310,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/ArmorMini/,null
1107,Ulefone,Armor Mini,6937748732327,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/ArmorMini/,null
1108,Motorola,Moto E5 Play,723755127005,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoE5Play/,null
1109,Motorola,Moto E5 Play,723755126855,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoE5Play/,null
1110,Motorola,Moto E5 Plus,723755120365,null,null,null,null,https://www.mgsm.pl/pl/katalog/Motorola/MotoE5Plus/,null
1111,Asus,Zenfone Max Pro M1,4718017053686,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenfoneMaxProM1/,null
1112,Asus,Zenfone Max Pro M1,4718017127318,null,null,null,null,https://www.mgsm.pl/pl/katalog/Asus/ZenfoneMaxProM1/,null
1113,Samsung,Galaxy A6 Dual SIM,8801643332617,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Samsung/GalaxyA6DualSIM/,https://www.euro.com.pl/telefony-komorkowe/samsung-galaxy-a6-zloty.bhtml#afterSearch-8801643332617||||product
1114,TP-Link,Neffos C9A,6935364085681,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosC9A/,null
1115,TP-Link,Neffos C9A,6935364085674,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosC9A/,null
1116,TP-Link,Neffos C5s,6935364084288,null,null,null,null,https://www.mgsm.pl/pl/katalog/TP-Link/NeffosC5s/,null
1117,Huawei,Y5 2018 Dual SIM,6901443229031,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/Y52018DualSIM/,https://www.euro.com.pl/telefony-komorkowe/huawei-y5-2018-czarny.bhtml#afterSearch-6901443229031||||product
1118,Huawei,Y5 2018 Dual SIM,6901443229048,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Huawei/Y52018DualSIM/,https://www.euro.com.pl/telefony-komorkowe/huawei-y5-2018-niebieski.bhtml#afterSearch-6901443229048||||product
1119,Kruger&Matz,Live 6+,5901890034166,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Live6+/,null
1120,Kruger&Matz,Live 6+,5901890034319,null,null,null,null,https://www.mgsm.pl/pl/katalog/Kruger&Matz/Live6+/,null
1121,Meizu,M8c,6937520025289,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Meizu/M8c/,https://www.euro.com.pl/telefony-komorkowe/meizu-smartfon-m8c-2-16-black-meizu.bhtml#afterSearch-6937520025289||||product
1122,Meizu,M8c,6937520025326,null,null,null,null,https://www.mgsm.pl/pl/katalog/Meizu/M8c/,null
1123,Meizu,M8c,6937520025302,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Meizu/M8c/,https://www.euro.com.pl/telefony-komorkowe/meizu-smartfon-m8c-2-16-gold-meizu.bhtml#afterSearch-6937520025302||||product
1124,Xiaomi,Redmi S2,6941059603542,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/RedmiS2/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-redmi-s2-3-32gb-zloty.bhtml#afterSearch-6941059603542||||product
1125,Xiaomi,Redmi S2,6941059603535,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/RedmiS2/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-redmi-s2-3-32gb-szary.bhtml#afterSearch-6941059603535||||product
1126,Xiaomi,Redmi S2,6941059603528,3 GB,32 GB,2,null,https://www.mgsm.pl/pl/katalog/Xiaomi/RedmiS2/,https://www.euro.com.pl/telefony-komorkowe/xiaomi-redmi-s2-3-32gb-rozowy.bhtml#afterSearch-6941059603528||||product
1127,Xiaomi,Redmi S2,6941059610885,null,null,null,null,https://www.mgsm.pl/pl/katalog/Xiaomi/RedmiS2/,null
1128,HTC,U12+ Dual SIM,4718487710119,6 GB,64 GB,2,null,null,https://www.euro.com.pl/telefony-komorkowe/htc-u12-dual-sim-translucent-blue.bhtml#afterSearch-4718487710119||||product
1129,Ulefone,X,6937748732235,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/X/,null
1130,Ulefone,X,6937748732242,null,null,null,null,https://www.mgsm.pl/pl/katalog/Ulefone/X/,null
1131,Honor,7s,6901443240371,2 GB,16 GB,2,null,https://www.mgsm.pl/pl/katalog/Honor/7s/,https://www.euro.com.pl/telefony-komorkowe/honor-7s-czarny.bhtml#afterSearch-6901443240371||||product
1132,myPhone,Halo S,5902983602071,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/myPhone/HaloS/,https://www.euro.com.pl/telefony-komorkowe/myphone-telefon-kom-halo-s-czarny-myphone.bhtml#afterSearch-5902983602071||||product
1133,myPhone,Halo S,5902983602095,poniżej 512 MB,null,1,null,https://www.mgsm.pl/pl/katalog/myPhone/HaloS/,https://www.euro.com.pl/telefony-komorkowe/myphone-telefon-kom-halo-s-czerwony-myphone.bhtml#afterSearch-5902983602095||||product
